Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
113,Exit long,2026-02-06 09:50,sl1|exit_reason=trail|mfe_r=2.038267,279.96,102,28512.06,43.86,0.15,0,98.94,0.35,-2.04,-0.01,-1242.09,-4.97,1
113,Entry long,2026-02-06 09:45,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.153797|rs_vs_spy=0.248485|gap_atr=0.200944|ext_atr=0.109501|risk_atr=0.08,279.53,102,28512.06,43.86,0.15,0,98.94,0.35,-2.04,-0.01,-1242.09,-4.97,1
114,Exit short,2026-02-09 09:40,sl1|exit_reason=stop|mfe_r=0,274.8,104,28525.12,-54.08,-0.19,0,47.84,0.17,-54.08,-0.19,-1296.17,-5.18,1
114,Entry short,2026-02-09 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.58218|rs_vs_spy=-1.542654|gap_atr=-0.026691|ext_atr=0.105692|risk_atr=0.08,274.28,104,28525.12,-54.08,-0.19,0,47.84,0.17,-54.08,-0.19,-1296.17,-5.18,1
115,Exit long,2026-02-11 09:40,sl1|exit_reason=trail|mfe_r=1.63881,275.53,96,26458.56,-7.68,-0.03,0,79.68,0.30,-24.96,-0.09,-1303.85,-5.22,1
115,Entry long,2026-02-11 09:35,sl1|setup=pdh_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.622705|rs_vs_spy=0.467986|gap_atr=0.162816|ext_atr=0.038003|risk_atr=0.089838,275.61,96,26458.56,-7.68,-0.03,0,79.68,0.30,-24.96,-0.09,-1303.85,-5.22,1
116,Exit short,2026-02-12 09:45,sl1|exit_reason=stop|mfe_r=0,272.48,107,29100.79,-54.57,-0.19,0,43.87,0.15,-54.57,-0.19,-1358.42,-5.43,1
116,Entry short,2026-02-12 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.896799|rs_vs_spy=-1.272458|gap_atr=0.01545|ext_atr=0.164369|risk_atr=0.08,271.97,107,29100.79,-54.57,-0.19,0,43.87,0.15,-54.57,-0.19,-1358.42,-5.43,1
117,Exit short,2026-02-13 10:10,sl1|exit_reason=stop|mfe_r=0.718847,260.53,52,13496.08,-51.48,-0.38,0,34.32,0.25,-51.48,-0.38,-1409.9,-5.64,4
117,Entry short,2026-02-13 09:50,sl1|setup=pdl_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.677585|rs_vs_spy=-0.779411|gap_atr=0.069027|ext_atr=0.042911|risk_atr=0.145104,259.54,52,13496.08,-51.48,-0.38,0,34.32,0.25,-51.48,-0.38,-1409.9,-5.64,4
118,Exit short,2026-02-13 15:10,sl1|exit_reason=time|mfe_r=0.491949,257.54,47,12126.94,22.56,0.19,0,23.5,0.19,-32.9,-0.27,-1387.34,-5.55,6
118,Entry short,2026-02-13 14:40,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.720348|rs_vs_spy=-1.827393|gap_atr=0.069027|ext_atr=0.221043|risk_atr=0.16214,258.02,47,12126.94,22.56,0.19,0,23.5,0.19,-32.9,-0.27,-1387.34,-5.55,6
119,Exit short,2026-02-13 15:50,sl1|exit_reason=eod|mfe_r=0.023708,256.44,19,4854.31,-18.05,-0.37,0,0.76,0.02,-22.23,-0.46,-1405.39,-5.62,4
119,Entry short,2026-02-13 15:30,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.7432|rs_vs_spy=-2.291119|gap_atr=0.069027|ext_atr=0.553843|risk_atr=0.388208,255.49,19,4854.31,-18.05,-0.37,0,0.76,0.02,-22.23,-0.46,-1405.39,-5.62,4
120,Exit long,2026-02-17 10:20,sl1|exit_reason=trail|mfe_r=3.651829,260.86,95,24654.4,127.3,0.52,0,179.55,0.73,-35.15,-0.14,-1278.09,-5.11,4
120,Entry long,2026-02-17 10:00,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.740688|rs_vs_spy=0.914949|gap_atr=0.324267|ext_atr=0.134437|risk_atr=0.08,259.52,95,24654.4,127.3,0.52,0,179.55,0.73,-35.15,-0.14,-1278.09,-5.11,4
121,Exit short,2026-02-19 15:05,sl1|exit_reason=time|mfe_r=0.408953,260.87,36,9388.8,-2.52,-0.03,0,19.44,0.21,-5.4,-0.06,-1280.61,-5.12,6
121,Entry short,2026-02-19 14:35,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.410886|rs_vs_spy=-0.366886|gap_atr=-0.274678|ext_atr=0.329878|risk_atr=0.205535,260.8,36,9388.8,-2.52,-0.03,0,19.44,0.21,-5.4,-0.06,-1280.61,-5.12,6
122,Exit short,2026-02-20 09:55,sl1|exit_reason=be|mfe_r=1.134109,259.33,96,24891.84,-3.84,-0.02,0,75.84,0.30,-9.6,-0.04,-1284.45,-5.14,2
122,Entry short,2026-02-20 09:45,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.525778|rs_vs_spy=-0.224844|gap_atr=-0.202986|ext_atr=0.014263|risk_atr=0.08,259.29,96,24891.84,-3.84,-0.02,0,75.84,0.30,-9.6,-0.04,-1284.45,-5.14,2
123,Exit long,2026-02-23 11:00,sl1|exit_reason=trail|mfe_r=1.860737,266.55,43,11420.8,40.85,0.36,0,91.59,0.80,-13.76,-0.12,-1243.6,-4.97,11
123,Entry long,2026-02-23 10:05,sl1|setup=pdh_retest|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.704371|rs_vs_spy=1.245837|gap_atr=-0.193574|ext_atr=0.073204|risk_atr=0.177513,265.6,43,11420.8,40.85,0.36,0,91.59,0.80,-13.76,-0.12,-1243.6,-4.97,11
124,Exit long,2026-02-24 09:50,sl1|exit_reason=trail|mfe_r=4.14949,274.23,157,42747.96,306.15,0.72,0,409.77,0.96,-18.84,-0.04,-937.45,-3.75,3
124,Entry long,2026-02-24 09:35,sl1|setup=orb_break|side=long|grade=A|size=full|score=5|window=open|tier=neutral|rvol=1.877595|rs_vs_spy=1.55976|gap_atr=0.235476|ext_atr=0.186203|risk_atr=0.097867,272.28,157,42747.96,306.15,0.72,0,409.77,0.96,-18.84,-0.04,-937.45,-3.75,3
125,Exit long,2026-02-25 15:50,sl1|exit_reason=eod|mfe_r=1.333799,274.56,24,6534,55.44,0.85,0,64.56,0.99,-0.48,-0.01,-882.01,-3.53,74
125,Entry long,2026-02-25 09:40,sl1|setup=orb_fail|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.786351|rs_vs_spy=0.059807|gap_atr=-0.061786|ext_atr=0.046114|risk_atr=0.306186,272.25,24,6534,55.44,0.85,0,64.56,0.99,-0.48,-0.01,-882.01,-3.53,74
126,Exit long,2026-02-26 09:50,sl1|exit_reason=stop|mfe_r=0,274.1,97,26642.02,-54.32,-0.20,0,33.95,0.13,-54.32,-0.20,-936.33,-3.75,1
126,Entry long,2026-02-26 09:45,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.900309|rs_vs_spy=0.196567|gap_atr=0.122677|ext_atr=0.017252|risk_atr=0.08,274.66,97,26642.02,-54.32,-0.20,0,33.95,0.13,-54.32,-0.20,-936.33,-3.75,1
127,Exit short,2026-02-27 09:45,sl1|exit_reason=stop|mfe_r=0,269.52,91,24472.63,-53.69,-0.22,0,12.74,0.05,-53.69,-0.22,-990.02,-3.96,1
127,Entry short,2026-02-27 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.213648|rs_vs_spy=-1.383001|gap_atr=-0.009435|ext_atr=0.13722|risk_atr=0.086167,268.93,91,24472.63,-53.69,-0.22,0,12.74,0.05,-53.69,-0.22,-990.02,-3.96,1
128,Exit short,2026-02-27 11:00,sl1|exit_reason=trail|mfe_r=1.691227,269.3,45,12150.45,31.95,0.26,0,81.9,0.67,-16.2,-0.13,-958.07,-3.83,12
128,Entry short,2026-02-27 10:00,sl1|setup=pdl_retest|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.15389|rs_vs_spy=-1.177571|gap_atr=-0.009435|ext_atr=0.0165|risk_atr=0.171082,270.01,45,12150.45,31.95,0.26,0,81.9,0.67,-16.2,-0.13,-958.07,-3.83,12
129,Exit short,2026-02-27 14:35,sl1|exit_reason=time|mfe_r=0.345763,266.15,43,11427.68,-16.77,-0.15,0,16.34,0.14,-28.38,-0.25,-974.84,-3.90,6
129,Entry short,2026-02-27 14:05,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=1.040727|rs_vs_spy=-2.73199|gap_atr=-0.009435|ext_atr=0.459673|risk_atr=0.181915,265.76,43,11427.68,-16.77,-0.15,0,16.34,0.14,-28.38,-0.25,-974.84,-3.90,6
130,Exit long,2026-03-02 15:00,sl1|exit_reason=time|mfe_r=0.0392,265.69,39,10393.11,-31.2,-0.30,0,1.17,0.01,-40.95,-0.39,-1006.04,-4.02,6
130,Entry long,2026-03-02 14:30,sl1|setup=hod_break|side=long|grade=B|size=half|score=3|window=power|tier=neutral|rvol=0.815563|rs_vs_spy=0.101839|gap_atr=-0.265713|ext_atr=0.335743|risk_atr=0.192569,266.49,39,10393.11,-31.2,-0.30,0,1.17,0.01,-40.95,-0.39,-1006.04,-4.02,6
131,Exit short,2026-03-02 15:45,sl1|exit_reason=be|mfe_r=1.075686,264.37,94,24847.02,-3.76,-0.02,0,51.7,0.21,-31.96,-0.13,-1009.8,-4.04,5
131,Entry short,2026-03-02 15:20,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.816499|rs_vs_spy=-0.302216|gap_atr=-0.265713|ext_atr=0.004293|risk_atr=0.08,264.33,94,24847.02,-3.76,-0.02,0,51.7,0.21,-31.96,-0.13,-1009.8,-4.04,5
132,Exit long,2026-03-03 09:40,sl1|exit_reason=stop|mfe_r=0,263.49,41,10854.75,-51.66,-0.48,0,8.2,0.08,-51.66,-0.48,-1061.46,-4.25,1
132,Entry long,2026-03-03 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.149396|rs_vs_spy=0.366278|gap_atr=-0.159026|ext_atr=0.245437|risk_atr=0.183279,264.75,41,10854.75,-51.66,-0.48,0,8.2,0.08,-51.66,-0.48,-1061.46,-4.25,1
133,Exit long,2026-03-03 10:25,sl1|exit_reason=stop|mfe_r=0.740212,262.75,43,11349.42,-51.17,-0.45,0,35.69,0.31,-51.17,-0.45,-1112.63,-4.45,4
133,Entry long,2026-03-03 10:05,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.975286|rs_vs_spy=0.561046|gap_atr=-0.159026|ext_atr=0.123917|risk_atr=0.173917,263.94,43,11349.42,-51.17,-0.45,0,35.69,0.31,-51.17,-0.45,-1112.63,-4.45,4
134,Exit short,2026-03-05 10:00,sl1|exit_reason=stop|mfe_r=0.489366,260.24,54,14001.12,-51.84,-0.37,0,23.22,0.17,-51.84,-0.37,-1164.47,-4.66,4
134,Entry short,2026-03-05 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.692605|rs_vs_spy=-0.65931|gap_atr=-0.265993|ext_atr=0.1674|risk_atr=0.14388,259.28,54,14001.12,-51.84,-0.37,0,23.22,0.17,-51.84,-0.37,-1164.47,-4.66,4
135,Exit short,2026-03-05 15:00,sl1|exit_reason=time|mfe_r=0.136524,258.13,35,9009.7,-24.85,-0.28,0,5.95,0.07,-34.65,-0.38,-1189.32,-4.76,6
135,Entry short,2026-03-05 14:30,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=1.214303|rs_vs_spy=-0.394607|gap_atr=-0.265993|ext_atr=0.324026|risk_atr=0.217753,257.42,35,9009.7,-24.85,-0.28,0,5.95,0.07,-34.65,-0.38,-1189.32,-4.76,6
136,Exit short,2026-03-06 09:40,sl1|exit_reason=stop|mfe_r=0,255.59,99,25248.96,-54.45,-0.22,0,3.96,0.02,-54.45,-0.22,-1243.77,-4.98,1
136,Entry short,2026-03-06 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.263709|rs_vs_spy=-1.04326|gap_atr=-0.264614|ext_atr=0.114838|risk_atr=0.08,255.04,99,25248.96,-54.45,-0.22,0,3.96,0.02,-54.45,-0.22,-1243.77,-4.98,1
137,Exit short,2026-03-06 10:10,sl1|exit_reason=stop|mfe_r=0,256.03,68,17357.68,-52.36,-0.30,0,4.76,0.03,-52.36,-0.30,-1296.13,-5.18,1
137,Entry short,2026-03-06 10:05,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.951661|rs_vs_spy=-0.93934|gap_atr=-0.264614|ext_atr=0.06579|risk_atr=0.11579,255.26,68,17357.68,-52.36,-0.30,0,4.76,0.03,-52.36,-0.30,-1296.13,-5.18,1
138,Exit long,2026-03-09 15:50,sl1|exit_reason=eod|mfe_r=1.474844,259.67,29,7502.3,28.13,0.37,0,71.05,0.95,-5.22,-0.07,-1268,-5.07,7
138,Entry long,2026-03-09 15:15,sl1|setup=hod_break|side=long|grade=B|size=half|score=3|window=power|tier=neutral|rvol=0.998975|rs_vs_spy=0.042342|gap_atr=-0.263403|ext_atr=0.331596|risk_atr=0.266547,258.7,29,7502.3,28.13,0.37,0,71.05,0.95,-5.22,-0.07,-1268,-5.07,7
139,Exit long,2026-03-11 09:40,sl1|exit_reason=stop|mfe_r=0,261.33,99,25926.12,-54.45,-0.21,0,0,0.00,-54.45,-0.21,-1322.45,-5.29,1
139,Entry long,2026-03-11 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.415375|rs_vs_spy=0.089171|gap_atr=0.090361|ext_atr=0.064263|risk_atr=0.08,261.88,99,25926.12,-54.45,-0.21,0,0,0.00,-54.45,-0.21,-1322.45,-5.29,1
140,Exit short,2026-03-12 09:50,sl1|exit_reason=be|mfe_r=0.799195,256.95,60,15414.6,-2.4,-0.02,0,39,0.25,-7.2,-0.05,-1324.85,-5.30,2
140,Entry short,2026-03-12 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.778292|rs_vs_spy=-0.539203|gap_atr=-0.359995|ext_atr=0.144295|risk_atr=0.137723,256.91,60,15414.6,-2.4,-0.02,0,39,0.25,-7.2,-0.05,-1324.85,-5.30,2
141,Exit short,2026-03-13 10:20,sl1|exit_reason=trail|mfe_r=1.705359,255.17,102,26057.94,30.6,0.12,0,82.62,0.32,-21.42,-0.08,-1294.25,-5.18,4
141,Entry short,2026-03-13 10:00,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.648137|rs_vs_spy=-0.068623|gap_atr=-0.055886|ext_atr=0.022967|risk_atr=0.08,255.47,102,26057.94,30.6,0.12,0,82.62,0.32,-21.42,-0.08,-1294.25,-5.18,4
142,Exit short,2026-03-13 14:40,sl1|exit_reason=stop|mfe_r=0.021864,251.74,54,13542.12,-51.84,-0.38,0,0,0.00,-51.84,-0.38,-1346.09,-5.38,4
142,Entry short,2026-03-13 14:20,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.903335|rs_vs_spy=-0.801074|gap_atr=-0.055886|ext_atr=0.434241|risk_atr=0.150362,250.78,54,13542.12,-51.84,-0.38,0,0,0.00,-51.84,-0.38,-1346.09,-5.38,4
143,Exit short,2026-03-13 15:50,sl1|exit_reason=eod|mfe_r=0.954569,250.56,54,13538.88,8.64,0.06,0,45.9,0.34,-24.3,-0.18,-1337.45,-5.35,10
143,Entry short,2026-03-13 15:00,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.895032|rs_vs_spy=-0.960537|gap_atr=-0.055886|ext_atr=0.417125|risk_atr=0.14981,250.72,54,13538.88,8.64,0.06,0,45.9,0.34,-24.3,-0.18,-1337.45,-5.35,10
144,Exit long,2026-03-16 12:20,sl1|exit_reason=be|mfe_r=1.292136,252.74,57,14408.46,-2.28,-0.02,0,62.7,0.44,-16.53,-0.11,-1339.73,-5.36,30
144,Entry long,2026-03-16 09:50,sl1|setup=orb_retest|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.969713|rs_vs_spy=0.099589|gap_atr=0.302332|ext_atr=0.157556|risk_atr=0.14127,252.78,57,14408.46,-2.28,-0.02,0,62.7,0.44,-16.53,-0.11,-1339.73,-5.36,30
145,Exit long,2026-03-16 15:40,sl1|exit_reason=stop|mfe_r=0.407456,252.35,101,25541.89,-54.54,-0.21,0,18.18,0.07,-54.54,-0.21,-1394.27,-5.58,3
145,Entry long,2026-03-16 15:25,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.773734|rs_vs_spy=0.230018|gap_atr=0.302332|ext_atr=0.026053|risk_atr=0.08,252.89,101,25541.89,-54.54,-0.21,0,18.18,0.07,-54.54,-0.21,-1394.27,-5.58,3
146,Exit long,2026-03-17 10:00,sl1|exit_reason=trail|mfe_r=2.715826,254.56,104,26393.12,81.12,0.31,0,133.12,0.50,-36.4,-0.14,-1313.15,-5.25,5
146,Entry long,2026-03-17 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.866695|rs_vs_spy=0.079773|gap_atr=0.027576|ext_atr=0.068043|risk_atr=0.08,253.78,104,26393.12,81.12,0.31,0,133.12,0.50,-36.4,-0.14,-1313.15,-5.25,5
147,Exit short,2026-03-18 15:00,sl1|exit_reason=time|mfe_r=0.34442,250.4,44,11006.16,-11.44,-0.10,0,16.28,0.15,-28.6,-0.26,-1324.59,-5.30,6
147,Entry short,2026-03-18 14:30,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.833311|rs_vs_spy=-0.444261|gap_atr=-0.263579|ext_atr=0.349749|risk_atr=0.196356,250.14,44,11006.16,-11.44,-0.10,0,16.28,0.15,-28.6,-0.26,-1324.59,-5.30,6
148,Exit short,2026-03-18 15:50,sl1|exit_reason=eod|mfe_r=0.744656,250.16,50,12486,-22,-0.18,0,36,0.29,-23,-0.18,-1346.59,-5.39,6
148,Entry short,2026-03-18 15:20,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.8666|rs_vs_spy=-0.328174|gap_atr=-0.263579|ext_atr=0.372752|risk_atr=0.171159,249.72,50,12486,-22,-0.18,0,36,0.29,-23,-0.18,-1346.59,-5.39,6
149,Exit short,2026-03-20 09:40,sl1|exit_reason=stop|mfe_r=0,247.38,109,26909.92,-54.5,-0.20,0,29.43,0.11,-54.5,-0.20,-1401.09,-5.60,1
149,Entry short,2026-03-20 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.035593|rs_vs_spy=-0.059477|gap_atr=-0.203869|ext_atr=0.081374|risk_atr=0.08,246.88,109,26909.92,-54.5,-0.20,0,29.43,0.11,-54.5,-0.20,-1401.09,-5.60,1
150,Exit long,2026-03-20 10:20,sl1|exit_reason=trail|mfe_r=1.515838,247.85,109,26994.94,20.71,0.08,0,73.03,0.27,-7.63,-0.03,-1380.38,-5.52,2
150,Entry long,2026-03-20 10:10,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.123289|rs_vs_spy=0.702291|gap_atr=-0.203869|ext_atr=0.022813|risk_atr=0.08,247.66,109,26994.94,20.71,0.08,0,73.03,0.27,-7.63,-0.03,-1380.38,-5.52,2
151,Exit short,2026-03-23 12:35,sl1|exit_reason=be|mfe_r=1.451362,251.33,113,28395.77,-4.52,-0.02,0,70.06,0.25,-4.52,-0.02,-1384.9,-5.54,3
151,Entry short,2026-03-23 12:20,sl1|setup=orb_break|side=short|grade=A|size=half|score=4|window=midday|tier=neutral|rvol=1.522631|rs_vs_spy=-0.757085|gap_atr=1.083079|ext_atr=0.196846|risk_atr=0.08,251.29,113,28395.77,-4.52,-0.02,0,70.06,0.25,-4.52,-0.02,-1384.9,-5.54,3
152,Exit long,2026-03-24 09:50,sl1|exit_reason=be|mfe_r=0.942055,251.63,98,24666.6,-6.86,-0.03,0,45.08,0.18,-34.3,-0.14,-1391.76,-5.57,2
152,Entry long,2026-03-24 09:40,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.70118|rs_vs_spy=0.618643|gap_atr=-0.194974|ext_atr=0.081333|risk_atr=0.091141,251.7,98,24666.6,-6.86,-0.03,0,45.08,0.18,-34.3,-0.14,-1391.76,-5.57,2
153,Exit short,2026-03-25 10:10,sl1|exit_reason=trail|mfe_r=2.608466,252.35,68,17236.64,76.84,0.45,0,127.84,0.74,-8.84,-0.05,-1314.92,-5.26,6
153,Entry short,2026-03-25 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=neutral|rvol=0.784312|rs_vs_spy=-0.29156|gap_atr=0.431038|ext_atr=0.128644|risk_atr=0.13082,253.48,68,17236.64,76.84,0.45,0,127.84,0.74,-8.84,-0.05,-1314.92,-5.26,6
154,Exit short,2026-03-25 15:05,sl1|exit_reason=trail|mfe_r=2.693989,252.75,112,28387.52,79.52,0.28,0,132.16,0.47,-7.84,-0.03,-1235.4,-4.94,5
154,Entry short,2026-03-25 14:40,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=3|window=power|tier=neutral|rvol=0.836724|rs_vs_spy=-0.059559|gap_atr=0.431038|ext_atr=0.021066|risk_atr=0.08,253.46,112,28387.52,79.52,0.28,0,132.16,0.47,-7.84,-0.03,-1235.4,-4.94,5
155,Exit short,2026-03-26 09:40,sl1|exit_reason=stop|mfe_r=0,251.9,92,23120.52,-54.28,-0.23,0,7.36,0.03,-54.28,-0.23,-1289.68,-5.16,1
155,Entry short,2026-03-26 09:35,sl1|setup=pdl_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.76277|rs_vs_spy=-0.190348|gap_atr=-0.066505|ext_atr=0.047896|risk_atr=0.099879,251.31,92,23120.52,-54.28,-0.23,0,7.36,0.03,-54.28,-0.23,-1289.68,-5.16,1
156,Exit long,2026-03-26 13:10,sl1|exit_reason=trail|mfe_r=1.96217,255.35,30,7615.2,45.3,0.59,0,94.8,1.24,-11.7,-0.15,-1244.38,-4.98,39
156,Entry long,2026-03-26 09:55,sl1|setup=orb_retest|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.835157|rs_vs_spy=0.23378|gap_atr=-0.066505|ext_atr=0.300552|risk_atr=0.299395,253.84,30,7615.2,45.3,0.59,0,94.8,1.24,-11.7,-0.15,-1244.38,-4.98,39
157,Exit short,2026-03-27 10:50,sl1|exit_reason=stop|mfe_r=0,253.22,87,21976.2,-53.94,-0.25,0,0.87,0.00,-53.94,-0.25,-1298.32,-5.19,1
157,Entry short,2026-03-27 10:45,sl1|setup=orb_retest|side=short|grade=A|size=half|score=5|window=midday|tier=neutral|rvol=1.940224|rs_vs_spy=-0.134742|gap_atr=0.181853|ext_atr=0.2857|risk_atr=0.10483,252.6,87,21976.2,-53.94,-0.25,0,0.87,0.00,-53.94,-0.25,-1298.32,-5.19,1
158,Exit short,2026-03-27 13:50,sl1|exit_reason=trail|mfe_r=3.244114,249.81,114,28585.5,107.16,0.37,0,159.6,0.56,-7.98,-0.03,-1191.16,-4.76,6
158,Entry short,2026-03-27 13:20,sl1|setup=pdl_break|side=short|grade=A|size=half|score=5|window=midday|tier=neutral|rvol=1.716202|rs_vs_spy=-0.451046|gap_atr=0.181853|ext_atr=0.477275|risk_atr=0.08,250.75,114,28585.5,107.16,0.37,0,159.6,0.56,-7.98,-0.03,-1191.16,-4.76,6
159,Exit short,2026-03-27 14:35,sl1|exit_reason=time|mfe_r=0.063968,249.04,45,11193.75,-13.05,-0.12,0,5.4,0.05,-35.55,-0.32,-1204.21,-4.82,6
159,Entry short,2026-03-27 14:05,sl1|setup=lod_break|side=short|grade=A|size=full|score=5|window=power|tier=neutral|rvol=1.770442|rs_vs_spy=-0.901149|gap_atr=0.181853|ext_atr=0.757603|risk_atr=0.4,248.75,45,11193.75,-13.05,-0.12,0,5.4,0.05,-35.55,-0.32,-1204.21,-4.82,6
160,Exit short,2026-03-30 09:45,sl1|exit_reason=be|mfe_r=0.998848,247.52,106,26232.88,-4.24,-0.02,0,47.7,0.18,-18.02,-0.07,-1208.45,-4.83,2
160,Entry short,2026-03-30 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.880173|rs_vs_spy=-0.668188|gap_atr=0.249517|ext_atr=0.13885|risk_atr=0.083863,247.48,106,26232.88,-4.24,-0.02,0,47.7,0.18,-18.02,-0.07,-1208.45,-4.83,2
161,Exit short,2026-03-30 15:50,sl1|exit_reason=eod|mfe_r=0.431247,246.58,58,14259.88,-41.76,-0.29,0,20.3,0.14,-44.08,-0.31,-1250.21,-5.00,5
161,Entry short,2026-03-30 15:25,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=neutral|rvol=0.816174|rs_vs_spy=-0.014771|gap_atr=0.249517|ext_atr=0.203678|risk_atr=0.152914,245.86,58,14259.88,-41.76,-0.29,0,20.3,0.14,-44.08,-0.31,-1250.21,-5.00,5
162,Exit short,2026-03-31 09:45,sl1|exit_reason=stop|mfe_r=0,248.63,62,15362.36,-52.7,-0.34,0,0,0.00,-52.7,-0.34,-1302.91,-5.21,1
162,Entry short,2026-03-31 09:40,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.769547|rs_vs_spy=-0.020507|gap_atr=0.216345|ext_atr=0.093148|risk_atr=0.143148,247.78,62,15362.36,-52.7,-0.34,0,0,0.00,-52.7,-0.34,-1302.91,-5.21,1
163,Exit long,2026-04-01 09:50,sl1|exit_reason=stop|mfe_r=0.59007,255.04,107,27343.85,-54.57,-0.20,0,27.82,0.10,-54.57,-0.20,-1357.48,-5.43,2
163,Entry long,2026-04-01 09:40,sl1|setup=pdh_break|side=long|grade=B|size=half|score=4|window=open|tier=neutral|rvol=1.080954|rs_vs_spy=0.610839|gap_atr=0.030898|ext_atr=0.08481|risk_atr=0.08,255.55,107,27343.85,-54.57,-0.20,0,27.82,0.10,-54.57,-0.20,-1357.48,-5.43,2
164,Exit short,2026-04-02 09:50,sl1|exit_reason=stop|mfe_r=0.167712,252.42,33,8279.04,-50.82,-0.61,0,7.59,0.09,-50.82,-0.61,-1408.3,-5.63,3
164,Entry short,2026-04-02 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=neutral|rvol=0.975015|rs_vs_spy=-1.131874|gap_atr=-0.27258|ext_atr=0.250528|risk_atr=0.26557,250.88,33,8279.04,-50.82,-0.61,0,7.59,0.09,-50.82,-0.61,-1408.3,-5.63,3
165,Exit long,2026-04-06 10:00,sl1|exit_reason=trail|mfe_r=2.289459,259.33,76,19648.28,60.8,0.31,0,112.48,0.57,-3.04,-0.02,-1347.5,-5.39,3
