Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
10,Entry short,2025-10-21 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.650583|rs_vs_spy=-1.152413|gap_atr=-0.266331|ext_atr=0.180388|risk_atr=0.167546,201.78,31,6255.18,-50.53,-0.81,0,10.85,0.17,-50.53,-0.81,-367.36,-1.47,1
11,Exit long,2025-10-22 10:10,sl1|exit_reason=stop|mfe_r=0.048116,202.49,17,3492.48,-50.15,-1.44,0,2.04,0.06,-50.15,-1.44,-417.51,-1.67,6
11,Entry long,2025-10-22 09:40,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.522918|rs_vs_spy=1.476747|gap_atr=0.027741|ext_atr=0.314791|risk_atr=0.316531,205.44,17,3492.48,-50.15,-1.44,0,2.04,0.06,-50.15,-1.44,-417.51,-1.67,6
12,Exit long,2025-10-23 10:00,sl1|exit_reason=trail|mfe_r=1.785831,203.47,20,4031.6,37.8,0.94,0,87.6,2.17,-25.2,-0.63,-379.71,-1.52,5
12,Entry long,2025-10-23 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.057837|rs_vs_spy=2.426965|gap_atr=-0.206294|ext_atr=0.24308|risk_atr=0.259987,201.58,20,4031.6,37.8,0.94,0,87.6,2.17,-25.2,-0.63,-379.71,-1.52,5
13,Exit long,2025-10-23 15:40,sl1|exit_reason=time|mfe_r=0.224812,205.43,38,7829.14,-22.8,-0.29,0,10.26,0.13,-24.7,-0.32,-402.51,-1.61,6
13,Entry long,2025-10-23 15:10,sl1|setup=hod_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=0.859326|rs_vs_spy=4.144826|gap_atr=-0.206294|ext_atr=0.292799|risk_atr=0.136119,206.03,38,7829.14,-22.8,-0.29,0,10.26,0.13,-24.7,-0.32,-402.51,-1.61,6
14,Exit long,2025-10-24 10:25,sl1|exit_reason=be|mfe_r=1.066764,214.13,47,10065.99,-1.88,-0.02,0,52.17,0.52,-47,-0.47,-404.39,-1.62,9
14,Entry long,2025-10-24 09:40,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.434972|rs_vs_spy=0.707449|gap_atr=0.583512|ext_atr=0.109299|risk_atr=0.108249,214.17,47,10065.99,-1.88,-0.02,0,52.17,0.52,-47,-0.47,-404.39,-1.62,9
15,Exit long,2025-10-24 14:45,sl1|exit_reason=be|mfe_r=0.80743,217.8,38,8277.92,-1.52,-0.02,0,38.76,0.47,-2.66,-0.03,-405.91,-1.62,4
15,Entry long,2025-10-24 14:25,sl1|setup=hod_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=1.257298|rs_vs_spy=2.306795|gap_atr=0.583512|ext_atr=0.23725|risk_atr=0.131626,217.84,38,8277.92,-1.52,-0.02,0,38.76,0.47,-2.66,-0.03,-405.91,-1.62,4
16,Exit long,2025-10-24 15:30,sl1|exit_reason=time|mfe_r=0.060069,218.58,24,5266.08,-20.16,-0.38,0,2.64,0.05,-21.6,-0.41,-426.07,-1.70,6
16,Entry long,2025-10-24 15:00,sl1|setup=hod_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=1.340764|rs_vs_spy=3.021145|gap_atr=0.583512|ext_atr=0.36417|risk_atr=0.212656,219.42,24,5266.08,-20.16,-0.38,0,2.64,0.05,-21.6,-0.41,-426.07,-1.70,6
17,Exit short,2025-10-27 09:40,sl1|exit_reason=stop|mfe_r=0,222.1,62,13717.5,-52.7,-0.38,0,45.88,0.33,-52.7,-0.38,-478.77,-1.92,1
17,Entry short,2025-10-27 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=1.270082|rs_vs_spy=-1.586381|gap_atr=0.579665|ext_atr=0.166015|risk_atr=0.08,221.25,62,13717.5,-52.7,-0.38,0,45.88,0.33,-52.7,-0.38,-478.77,-1.92,1
18,Exit short,2025-10-29 09:45,sl1|exit_reason=stop|mfe_r=0.721175,228.51,39,8860.8,-51.09,-0.58,0,34.71,0.39,-51.09,-0.58,-529.86,-2.12,2
18,Entry short,2025-10-29 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=0.89119|rs_vs_spy=-0.822897|gap_atr=0.745596|ext_atr=0.149374|risk_atr=0.130941,227.2,39,8860.8,-51.09,-0.58,0,34.71,0.39,-51.09,-0.58,-529.86,-2.12,2
19,Exit short,2025-10-30 09:45,sl1|exit_reason=stop|mfe_r=0.065767,223.98,19,4205.65,-49.97,-1.19,0,2.85,0.07,-49.97,-1.19,-579.83,-2.32,2
19,Entry short,2025-10-30 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.591168|rs_vs_spy=-1.898989|gap_atr=-0.032998|ext_atr=0.224378|risk_atr=0.26655,221.35,19,4205.65,-49.97,-1.19,0,2.85,0.07,-49.97,-1.19,-579.83,-2.32,2
20,Exit long,2025-10-31 09:40,sl1|exit_reason=be|mfe_r=0.948446,230.33,58,13365.52,-6.38,-0.05,0,45.82,0.34,-19.14,-0.14,-586.21,-2.34,1
20,Entry long,2025-10-31 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.504076|rs_vs_spy=1.304672|gap_atr=0.385525|ext_atr=0.076309|risk_atr=0.090082,230.44,58,13365.52,-6.38,-0.05,0,45.82,0.34,-19.14,-0.14,-586.21,-2.34,1
21,Exit short,2025-10-31 10:05,sl1|exit_reason=stop|mfe_r=0,227.48,65,14734.2,-52,-0.35,0,16.9,0.11,-52,-0.35,-638.21,-2.55,1
21,Entry short,2025-10-31 10:00,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=0.541015|rs_vs_spy=-0.096843|gap_atr=0.385525|ext_atr=0.249051|risk_atr=0.08,226.68,65,14734.2,-52,-0.35,0,16.9,0.11,-52,-0.35,-638.21,-2.55,1
22,Exit long,2025-11-03 10:10,sl1|exit_reason=stop|mfe_r=0.65781,233.61,64,15003.52,-52.48,-0.35,0,31.36,0.21,-52.48,-0.35,-690.69,-2.76,2
22,Entry long,2025-11-03 10:00,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.005572|rs_vs_spy=0.702977|gap_atr=1.053527|ext_atr=0.019813|risk_atr=0.08,234.43,64,15003.52,-52.48,-0.35,0,31.36,0.21,-52.48,-0.35,-690.69,-2.76,2
23,Exit short,2025-11-04 15:00,sl1|exit_reason=stop|mfe_r=0.400468,220.9,62,13643.72,-52.08,-0.38,0,18.6,0.14,-52.08,-0.38,-742.77,-2.97,4
23,Entry short,2025-11-04 14:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=1.186708|rs_vs_spy=-0.756569|gap_atr=-1.24896|ext_atr=0.389102|risk_atr=0.08,220.06,62,13643.72,-52.08,-0.38,0,18.6,0.14,-52.08,-0.38,-742.77,-2.97,4
24,Exit short,2025-11-04 15:50,sl1|exit_reason=eod|mfe_r=0.852491,217.92,24,5265.12,35.04,0.67,0,41.52,0.79,-14.4,-0.27,-707.73,-2.83,6
24,Entry short,2025-11-04 15:20,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=1.203795|rs_vs_spy=-1.121809|gap_atr=-1.24896|ext_atr=0.422949|risk_atr=0.205521,219.38,24,5265.12,35.04,0.67,0,41.52,0.79,-14.4,-0.27,-707.73,-2.83,6
25,Exit long,2025-11-05 09:55,sl1|exit_reason=trail|mfe_r=2.558953,233.45,24,5526.96,75.84,1.37,0,125.76,2.28,-21.12,-0.38,-631.89,-2.53,4
25,Entry long,2025-11-05 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.395821|rs_vs_spy=2.128103|gap_atr=0.710237|ext_atr=0.22406|risk_atr=0.195568,230.29,24,5526.96,75.84,1.37,0,125.76,2.28,-21.12,-0.38,-631.89,-2.53,4
26,Exit long,2025-11-05 15:50,sl1|exit_reason=eod|mfe_r=1.17159,238.81,30,7140,24.3,0.34,0,56.4,0.79,-8.7,-0.12,-607.59,-2.43,18
26,Entry long,2025-11-05 14:20,sl1|setup=hod_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=1.463172|rs_vs_spy=4.736416|gap_atr=0.710237|ext_atr=0.362983|risk_atr=0.154295,238,30,7140,24.3,0.34,0,56.4,0.79,-8.7,-0.12,-607.59,-2.43,18
27,Exit long,2025-11-06 09:50,sl1|exit_reason=be|mfe_r=0.84867,243.44,14,3408.72,-0.56,-0.02,0,41.02,1.20,-9.52,-0.28,-608.15,-2.43,3
27,Entry long,2025-11-06 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.134552|rs_vs_spy=2.411512|gap_atr=0.016784|ext_atr=0.265211|risk_atr=0.307055,243.48,14,3408.72,-0.56,-0.02,0,41.02,1.20,-9.52,-0.28,-608.15,-2.43,3
28,Exit long,2025-11-06 13:00,sl1|exit_reason=stop|mfe_r=0,238.96,23,5545.3,-49.22,-0.89,0,0,0.00,-49.22,-0.89,-657.37,-2.63,2
28,Entry long,2025-11-06 12:50,sl1|setup=vwap_reclaim|side=long|grade=A|size=half|score=5|window=midday|tier=core|rvol=1.616776|rs_vs_spy=2.221352|gap_atr=0.016784|ext_atr=0.135488|risk_atr=0.185488,241.1,23,5545.3,-49.22,-0.89,0,0,0.00,-49.22,-0.89,-657.37,-2.63,2
29,Exit long,2025-11-06 13:45,sl1|exit_reason=be|mfe_r=1.082105,239.75,55,13188.45,-2.2,-0.02,0,52.8,0.40,-2.2,-0.02,-659.57,-2.64,3
29,Entry long,2025-11-06 13:30,sl1|setup=vwap_reclaim|side=long|grade=A|size=half|score=5|window=midday|tier=core|rvol=1.604416|rs_vs_spy=1.668504|gap_atr=0.016784|ext_atr=0.024973|risk_atr=0.08,239.79,55,13188.45,-2.2,-0.02,0,52.8,0.40,-2.2,-0.02,-659.57,-2.64,3
30,Exit short,2025-11-07 09:40,sl1|exit_reason=stop|mfe_r=0,232.42,22,5012.48,-100.76,-2.01,0,2.86,0.06,-100.76,-2.01,-760.33,-3.04,1
30,Entry short,2025-11-07 09:35,sl1|setup=orb_break|side=short|grade=A|size=full|score=5|window=open|tier=core|rvol=1.694707|rs_vs_spy=-2.213154|gap_atr=-0.362578|ext_atr=0.348135|risk_atr=0.4,227.84,22,5012.48,-100.76,-2.01,0,2.86,0.06,-100.76,-2.01,-760.33,-3.04,1
31,Exit short,2025-11-07 11:20,sl1|exit_reason=trail|mfe_r=1.844148,229.63,15,3483.9,39.45,1.13,0,87.3,2.51,-2.85,-0.08,-720.88,-2.88,9
31,Entry short,2025-11-07 10:35,sl1|setup=pdl_retest|side=short|grade=A|size=half|score=5|window=midday|tier=core|rvol=1.76228|rs_vs_spy=-0.359139|gap_atr=-0.362578|ext_atr=0.257805|risk_atr=0.279368,232.26,15,3483.9,39.45,1.13,0,87.3,2.51,-2.85,-0.08,-720.88,-2.88,9
32,Exit long,2025-11-10 09:45,sl1|exit_reason=stop|mfe_r=0,254.42,107,27327.8,-104.86,-0.38,0,5.35,0.02,-104.86,-0.38,-825.74,-3.30,1
32,Entry long,2025-11-10 09:40,sl1|setup=orb_break|side=long|grade=A|size=full|score=5|window=open|tier=core|rvol=2.517585|rs_vs_spy=2.767838|gap_atr=0.862632|ext_atr=0.150023|risk_atr=0.08,255.4,107,27327.8,-104.86,-0.38,0,5.35,0.02,-104.86,-0.38,-825.74,-3.30,1
33,Exit long,2025-11-10 13:00,sl1|exit_reason=be|mfe_r=0.920426,254.41,53,13485.85,-2.12,-0.02,0,44.52,0.33,-20.14,-0.15,-827.86,-3.31,6
33,Entry long,2025-11-10 12:30,sl1|setup=vwap_reclaim|side=long|grade=A|size=half|score=5|window=midday|tier=core|rvol=1.509923|rs_vs_spy=2.502831|gap_atr=0.862632|ext_atr=0.027831|risk_atr=0.08,254.45,53,13485.85,-2.12,-0.02,0,44.52,0.33,-20.14,-0.15,-827.86,-3.31,6
34,Exit short,2025-11-11 09:55,sl1|exit_reason=trail|mfe_r=1.613962,244.83,21,5170.83,29.4,0.57,0,85.47,1.65,-19.74,-0.38,-798.46,-3.19,4
34,Entry short,2025-11-11 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.921186|rs_vs_spy=-0.873513|gap_atr=-0.40285|ext_atr=0.117035|risk_atr=0.19329,246.23,21,5170.83,29.4,0.57,0,85.47,1.65,-19.74,-0.38,-798.46,-3.19,4
35,Exit short,2025-11-12 10:00,sl1|exit_reason=stop|mfe_r=0.19584,244.01,21,5074.02,-50.19,-0.99,0,9.24,0.18,-50.19,-0.99,-848.65,-3.39,3
35,Entry short,2025-11-12 09:45,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=0.589522|rs_vs_spy=-0.976734|gap_atr=0.275106|ext_atr=0.149838|risk_atr=0.189775,241.62,21,5074.02,-50.19,-0.99,0,9.24,0.18,-50.19,-0.99,-848.65,-3.39,3
36,Exit short,2025-11-13 09:45,sl1|exit_reason=stop|mfe_r=0,242.51,15,3588.3,-49.35,-1.38,0,0,0.00,-49.35,-1.38,-898,-3.59,1
36,Entry short,2025-11-13 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.961869|rs_vs_spy=-1.384612|gap_atr=-0.117458|ext_atr=0.343551|risk_atr=0.268373,239.22,15,3588.3,-49.35,-1.38,0,0,0.00,-49.35,-1.38,-898,-3.59,1
37,Exit long,2025-11-13 10:15,sl1|exit_reason=stop|mfe_r=0,246.72,26,6465.16,-50.44,-0.78,0,20.54,0.32,-50.44,-0.78,-948.44,-3.79,1
37,Entry long,2025-11-13 10:10,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.972048|rs_vs_spy=2.083442|gap_atr=-0.117458|ext_atr=0.386421|risk_atr=0.156705,248.66,26,6465.16,-50.44,-0.78,0,20.54,0.32,-50.44,-0.78,-948.44,-3.79,1
38,Exit long,2025-11-14 10:05,sl1|exit_reason=trail|mfe_r=2.250677,246.73,9,2164.23,56.34,2.60,0,101.97,4.71,-4.23,-0.20,-892.1,-3.57,6
38,Entry long,2025-11-14 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=3|window=open|tier=core|rvol=1.01346|rs_vs_spy=3.792364|gap_atr=-0.437841|ext_atr=0.298982|risk_atr=0.4,240.47,9,2164.23,56.34,2.60,0,101.97,4.71,-4.23,-0.20,-892.1,-3.57,6
39,Exit long,2025-11-17 09:40,sl1|exit_reason=stop|mfe_r=0,256.08,32,8293.12,-98.56,-1.19,0,14.08,0.17,-98.56,-1.19,-990.66,-3.96,1
39,Entry long,2025-11-17 09:35,sl1|setup=orb_break|side=long|grade=A|size=full|score=5|window=open|tier=core|rvol=1.520302|rs_vs_spy=4.511462|gap_atr=0.002981|ext_atr=0.298186|risk_atr=0.225899,259.16,32,8293.12,-98.56,-1.19,0,14.08,0.17,-98.56,-1.19,-990.66,-3.96,1
40,Exit short,2025-11-17 15:50,sl1|exit_reason=be|mfe_r=1.045326,242.46,17,4121.14,-0.68,-0.02,0,50.32,1.22,-4.42,-0.11,-991.34,-3.97,16
40,Entry short,2025-11-17 14:30,sl1|setup=lod_break|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=1.116731|rs_vs_spy=-1.102094|gap_atr=0.002981|ext_atr=0.733867|risk_atr=0.212479,242.42,17,4121.14,-0.68,-0.02,0,50.32,1.22,-4.42,-0.11,-991.34,-3.97,16
41,Exit short,2025-11-18 09:45,sl1|exit_reason=stop|mfe_r=0,235.18,30,7005.3,-50.1,-0.72,0,40.8,0.58,-50.1,-0.72,-1041.44,-4.17,1
41,Entry short,2025-11-18 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.602145|rs_vs_spy=-0.791092|gap_atr=-0.466098|ext_atr=0.177673|risk_atr=0.116585,233.51,30,7005.3,-50.1,-0.72,0,40.8,0.58,-50.1,-0.72,-1041.44,-4.17,1
42,Exit short,2025-11-18 14:35,sl1|exit_reason=stop|mfe_r=0,232.43,44,10175.88,-51.04,-0.50,0,4.84,0.05,-51.04,-0.50,-1092.48,-4.37,1
42,Entry short,2025-11-18 14:30,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=1.164935|rs_vs_spy=-1.875252|gap_atr=-0.466098|ext_atr=0.008058|risk_atr=0.08,231.27,44,10175.88,-51.04,-0.50,0,4.84,0.05,-51.04,-0.50,-1092.48,-4.37,1
43,Exit short,2025-11-19 09:50,sl1|exit_reason=be|mfe_r=0.81239,227.62,27,6144.66,-1.08,-0.02,0,39.96,0.65,-14.58,-0.24,-1093.56,-4.37,2
43,Entry short,2025-11-19 09:40,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.691586|rs_vs_spy=-0.05991|gap_atr=-0.105353|ext_atr=0.080553|risk_atr=0.130553,227.58,27,6144.66,-1.08,-0.02,0,39.96,0.65,-14.58,-0.24,-1093.56,-4.37,2
44,Exit short,2025-11-20 09:55,sl1|exit_reason=be|mfe_r=1.414872,223.38,12,2680.08,-0.48,-0.02,0,66.84,2.49,-9.36,-0.35,-1094.04,-4.38,4
44,Entry short,2025-11-20 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=1.211455|rs_vs_spy=-2.950457|gap_atr=0.276742|ext_atr=0.239421|risk_atr=0.27403,223.34,12,2680.08,-0.48,-0.02,0,66.84,2.49,-9.36,-0.35,-1094.04,-4.38,4
45,Exit short,2025-11-20 15:50,sl1|exit_reason=eod|mfe_r=1.338576,201.31,17,3457.29,35.02,1.01,0,64.09,1.85,-12.07,-0.35,-1059.02,-4.24,8
45,Entry short,2025-11-20 15:10,sl1|setup=lod_break|side=short|grade=B|size=half|score=3|window=power|tier=core|rvol=1.486736|rs_vs_spy=-9.055933|gap_atr=0.276742|ext_atr=0.748034|risk_atr=0.196381,203.37,17,3457.29,35.02,1.01,0,64.09,1.85,-12.07,-0.35,-1059.02,-4.24,8
46,Exit long,2025-11-21 09:55,sl1|exit_reason=stop|mfe_r=0,202.24,17,3487.04,-48.96,-1.40,0,0,0.00,-48.96,-1.40,-1107.98,-4.43,1
46,Entry long,2025-11-21 09:50,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.620579|rs_vs_spy=0.115341|gap_atr=0.201897|ext_atr=0.131973|risk_atr=0.181973,205.12,17,3487.04,-48.96,-1.40,0,0,0.00,-48.96,-1.40,-1107.98,-4.43,1
47,Exit short,2025-11-21 10:15,sl1|exit_reason=be|mfe_r=1.037434,199.86,31,6161.56,-34.1,-0.55,0,50.84,0.83,-38.44,-0.62,-1142.08,-4.57,1
47,Entry short,2025-11-21 10:10,sl1|setup=pdl_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.629502|rs_vs_spy=-2.611339|gap_atr=0.201897|ext_atr=0.239192|risk_atr=0.102557,198.76,31,6161.56,-34.1,-0.55,0,50.84,0.83,-38.44,-0.62,-1142.08,-4.57,1
48,Exit long,2025-11-21 14:40,sl1|exit_reason=time|mfe_r=0.339761,210.46,10,2104,0.6,0.03,0,15.9,0.76,-6.3,-0.30,-1141.48,-4.57,6
48,Entry long,2025-11-21 14:10,sl1|setup=hod_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=1.123384|rs_vs_spy=1.606877|gap_atr=0.201897|ext_atr=0.585996|risk_atr=0.303718,210.4,10,2104,0.6,0.03,0,15.9,0.76,-6.3,-0.30,-1141.48,-4.57,6
49,Exit long,2025-11-24 09:50,sl1|exit_reason=stop|mfe_r=0,219.58,24,5319.36,-49.44,-0.93,0,0,0.00,-49.44,-0.93,-1190.92,-4.76,1
49,Entry long,2025-11-24 09:45,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.039836|rs_vs_spy=3.871857|gap_atr=0.384905|ext_atr=0.134327|risk_atr=0.126855,221.64,24,5319.36,-49.44,-0.93,0,0,0.00,-49.44,-0.93,-1190.92,-4.76,1
50,Exit short,2025-11-25 09:50,sl1|exit_reason=be|mfe_r=0.98307,217.41,35,7607.95,-1.4,-0.02,0,47.95,0.63,-11.55,-0.15,-1192.32,-4.77,2
50,Entry short,2025-11-25 09:40,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.48882|rs_vs_spy=-0.649321|gap_atr=-0.286092|ext_atr=0.093771|risk_atr=0.087938,217.37,35,7607.95,-1.4,-0.02,0,47.95,0.63,-11.55,-0.15,-1192.32,-4.77,2
51,Exit long,2025-11-26 15:35,sl1|exit_reason=time|mfe_r=0.447052,232.41,39,9097.14,-33.15,-0.36,0,21.06,0.23,-35.1,-0.39,-1225.47,-4.90,6
51,Entry long,2025-11-26 15:05,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=power|tier=core|rvol=0.515788|rs_vs_spy=1.160357|gap_atr=0.317407|ext_atr=0.189166|risk_atr=0.08,233.26,39,9097.14,-33.15,-0.36,0,21.06,0.23,-35.1,-0.39,-1225.47,-4.90,6
52,Exit short,2025-11-28 09:45,sl1|exit_reason=stop|mfe_r=0,236.83,40,9421.6,-51.6,-0.55,0,8.8,0.09,-51.6,-0.55,-1277.07,-5.11,1
52,Entry short,2025-11-28 09:40,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=0.675224|rs_vs_spy=-0.174707|gap_atr=0.366352|ext_atr=0.032194|risk_atr=0.082194,235.54,40,9421.6,-51.6,-0.55,0,8.8,0.09,-51.6,-0.55,-1277.07,-5.11,1
53,Exit short,2025-11-28 10:40,sl1|exit_reason=be|mfe_r=1.208,235.49,30,7063.5,-1.2,-0.02,0,58.8,0.83,-15.3,-0.22,-1278.27,-5.11,6
53,Entry short,2025-11-28 10:10,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=3|window=open|tier=core|rvol=0.62497|rs_vs_spy=-0.265745|gap_atr=0.366352|ext_atr=0.057806|risk_atr=0.107806,235.45,30,7063.5,-1.2,-0.02,0,58.8,0.83,-15.3,-0.22,-1278.27,-5.11,6
54,Exit long,2025-12-01 10:00,sl1|exit_reason=be|mfe_r=0.815677,234.98,35,8225.7,-1.4,-0.02,0,39.55,0.48,-30.45,-0.37,-1279.67,-5.12,3
54,Entry long,2025-12-01 09:45,sl1|setup=vwap_reclaim|side=long|grade=B|size=half|score=3|window=open|tier=core|rvol=0.498464|rs_vs_spy=0.971419|gap_atr=-0.306241|ext_atr=0.046054|risk_atr=0.096054,235.02,35,8225.7,-1.4,-0.02,0,39.55,0.48,-30.45,-0.37,-1279.67,-5.12,3
55,Exit long,2025-12-02 09:50,sl1|exit_reason=stop|mfe_r=0.145703,240.31,14,3414.04,-49.7,-1.46,0,6.86,0.20,-49.7,-1.46,-1329.37,-5.32,3
55,Entry long,2025-12-02 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.703035|rs_vs_spy=2.041761|gap_atr=-0.12912|ext_atr=0.199727|risk_atr=0.242985,243.86,14,3414.04,-49.7,-1.46,0,6.86,0.20,-49.7,-1.46,-1329.37,-5.32,3
56,Exit short,2025-12-02 15:50,sl1|exit_reason=stop|mfe_r=0.147516,239.87,43,10262.81,-51.6,-0.50,0,6.45,0.06,-51.6,-0.50,-1380.97,-5.52,3
56,Entry short,2025-12-02 15:35,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=0.741717|rs_vs_spy=-0.074789|gap_atr=-0.12912|ext_atr=0.027629|risk_atr=0.08,238.67,43,10262.81,-51.6,-0.50,0,6.45,0.06,-51.6,-0.50,-1380.97,-5.52,3
57,Exit short,2025-12-03 10:05,sl1|exit_reason=time|mfe_r=0.256842,232.09,10,2293.4,-27.5,-1.20,0,12.5,0.55,-37.7,-1.64,-1408.47,-5.63,6
57,Entry short,2025-12-03 09:35,sl1|setup=orb_break|side=short|grade=B|size=half|score=4|window=open|tier=core|rvol=0.989118|rs_vs_spy=-3.004756|gap_atr=-0.22067|ext_atr=0.2199|risk_atr=0.350849,229.34,10,2293.4,-27.5,-1.20,0,12.5,0.55,-37.7,-1.64,-1408.47,-5.63,6
58,Exit short,2025-12-04 10:10,sl1|exit_reason=stop|mfe_r=0.610464,226.92,45,10110.6,-100.8,-1.00,0,59.4,0.59,-100.8,-1.00,-1509.27,-6.04,6
58,Entry short,2025-12-04 09:40,sl1|setup=orb_break|side=short|grade=A|size=full|score=5|window=open|tier=core|rvol=1.609653|rs_vs_spy=-2.217388|gap_atr=-0.279835|ext_atr=0.15055|risk_atr=0.157905,224.68,45,10110.6,-100.8,-1.00,0,59.4,0.59,-100.8,-1.00,-1509.27,-6.04,6
59,Exit short,2025-12-04 14:30,sl1|exit_reason=stop|mfe_r=0,227.64,44,9965.12,-51.04,-0.51,0,0,0.00,-51.04,-0.51,-1560.31,-6.24,2
59,Entry short,2025-12-04 14:20,sl1|setup=vwap_loss|side=short|grade=B|size=half|score=4|window=power|tier=core|rvol=1.076835|rs_vs_spy=-1.143888|gap_atr=-0.279835|ext_atr=0.005937|risk_atr=0.08,226.48,44,9965.12,-51.04,-0.51,0,0,0.00,-51.04,-0.51,-1560.31,-6.24,2
60,Exit long,2025-12-05 10:25,sl1|exit_reason=trail|mfe_r=2.238924,234.55,22,5101.58,58.52,1.15,0,107.14,2.10,-14.3,-0.28,-1501.79,-6.01,8
60,Entry long,2025-12-05 09:45,sl1|setup=pdh_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.858583|rs_vs_spy=1.196058|gap_atr=0.154952|ext_atr=0.063812|risk_atr=0.159636,231.89,22,5101.58,58.52,1.15,0,107.14,2.10,-14.3,-0.28,-1501.79,-6.01,8
61,Exit long,2025-12-08 09:45,sl1|exit_reason=stop|mfe_r=0,247.04,31,7708.77,-50.53,-0.66,0,9.92,0.13,-50.53,-0.66,-1552.32,-6.21,1
61,Entry long,2025-12-08 09:40,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=1.433483|rs_vs_spy=2.162275|gap_atr=0.470847|ext_atr=0.17324|risk_atr=0.1157,248.67,31,7708.77,-50.53,-0.66,0,9.92,0.13,-50.53,-0.66,-1552.32,-6.21,1
62,Exit long,2025-12-09 09:45,sl1|exit_reason=trail|mfe_r=1.509785,247.53,46,11362.92,23.46,0.21,0,74.52,0.66,-40.02,-0.35,-1528.86,-6.12,2
62,Entry long,2025-12-09 09:35,sl1|setup=orb_break|side=long|grade=B|size=half|score=4|window=open|tier=core|rvol=0.768993|rs_vs_spy=0.921837|gap_atr=-0.180806|ext_atr=0.088703|risk_atr=0.08,247.02,46,11362.92,23.46,0.21,0,74.52,0.66,-40.02,-0.35,-1528.86,-6.12,2
63,Exit long,2025-12-09 10:15,sl1|exit_reason=stop|mfe_r=0.305368,248.53,42,10489.5,-51.24,-0.49,0,14.28,0.14,-51.24,-0.49,-1580.1,-6.32,3
